age,sister,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180
30,113305,5,5,5,4,5,4,4,5,5,3,5,3,3,4,3,3,4,3,3,4,1,2,1,2,3,4,1,5,1,5,5,1,1,5,2,3,2,3,3,5,3,1,2,1,5,3,4,1,4,3,4,4,4,3,3,3,2,2,4,5,3,4,4,4,2
50,125076,5,1,4,4,1,1,2,1,2,1,1,2,4,5,1,4,5,4,3,5,1,1,1,2,2,5,1,5,1,2,4,3,1,4,1,4,3,5,1,5,1,4,5,1,4,1,3,1,1,1,1,4,4,1,4,3,1,2,4,1,2,4,2,4,3
40,51254,1,4,1,2,4,1,1,5,1,5,1,1,1,1,4,2,5,1,4,5,1,1,1,1,4,5,1,5,1,2,5,1,1,2,1,5,1,5,1,5,1,1,5,1,5,1,4,1,1,1,1,5,5,1,4,5,5,1,5,2,1,2,2,4,1
50,14353,4,4,5,5,1,5,4,5,4,4,4,4,4,5,4,4,5,4,2,4,4,1,1,1,5,5,1,4,4,4,5,3,4,4,1,4,1,5,1,5,1,1,4,1,5,1,5,2,5,1,5,5,5,5,5,5,1,5,5,1,4,2,1,5,1
30,23187,4,1,5,5,1,2,1,4,2,2,1,2,3,5,1,4,5,2,4,5,2,1,1,1,2,5,1,5,2,4,5,1,1,1,2,2,1,5,2,5,1,1,4,1,3,1,4,1,2,1,4,4,4,1,4,3,2,2,2,2,1,3,4,1,1
30,28916,4,2,2,4,2,1,2,5,2,1,1,2,4,5,2,2,4,4,2,4,5,1,1,1,4,5,3,4,1,2,5,2,1,1,2,4,1,4,3,5,2,2,2,2,4,2,2,1,1,1,4,2,2,1,3,2,2,1,2,2,2,4,4,2,4
70,91252,5,2,5,2,1,5,1,5,5,4,1,5,5,1,4,2,4,5,3,4,4,1,4,2,5,2,1,5,1,5,5,1,1,4,3,2,2,5,5,5,4,5,5,2,5,2,5,1,1,1,5,2,1,1,5,5,2,2,4,2,4,4,4,2,4
30,38449,1,1,5,5,1,5,2,5,1,2,1,1,1,5,2,4,5,5,2,5,1,1,1,1,1,5,1,2,1,1,5,1,4,4,1,2,1,5,4,5,1,1,5,1,5,1,5,1,1,3,2,4,5,2,1,1,2,4,5,1,2,2,1,5,4
30,5235,4,1,5,4,2,2,4,5,5,4,1,1,4,5,4,5,5,1,4,5,4,1,3,1,4,3,4,5,2,4,4,3,3,4,1,1,1,5,1,5,2,1,5,3,5,1,4,1,4,3,4,5,5,1,4,1,5,1,5,5,3,4,5,4,4
40,71894,4,3,1,5,4,1,3,5,1,4,1,1,3,4,1,4,5,1,1,4,1,4,1,1,1,3,1,4,1,1,4,1,1,4,2,4,4,5,1,4,2,2,5,1,4,2,4,1,1,1,3,3,2,1,4,4,5,3,4,1,4,4,5,5,3
30,41730,3,1,5,1,1,1,1,5,4,3,3,2,4,5,3,3,5,2,3,4,4,1,1,1,2,4,2,5,1,2,5,2,1,2,1,4,1,5,2,4,1,1,5,1,4,1,3,1,5,1,2,4,4,1,4,4,2,4,4,2,2,2,2,4,4
50,125144,2,3,3,4,3,3,3,4,3,2,3,3,2,4,3,3,3,3,3,3,3,1,3,3,3,3,3,4,1,3,3,3,3,3,3,3,3,4,3,4,3,1,3,3,4,3,3,3,3,3,3,4,3,1,3,3,3,3,3,1,3,3,1,3,3
60,45625,5,5,4,5,5,1,1,2,4,4,5,5,4,4,2,4,4,2,3,4,2,2,2,2,3,2,4,5,2,2,5,3,2,4,1,4,4,5,4,5,2,4,2,3,4,4,4,4,2,3,5,4,4,1,3,1,5,4,3,2,4,4,4,3,4
40,71940,2,1,1,1,4,2,2,5,1,1,2,4,3,5,5,2,4,4,5,4,4,4,3,2,4,4,3,5,1,2,5,2,2,2,1,4,2,5,5,5,1,5,5,4,5,2,5,4,4,1,1,4,5,2,5,5,5,5,5,1,5,4,2,3,2
40,53937,2,1,3,5,1,1,3,3,1,1,2,1,1,5,1,4,5,1,3,5,4,1,1,1,4,5,1,5,1,1,5,1,1,1,2,2,1,5,2,4,1,1,2,1,5,1,5,1,2,3,4,4,5,1,4,5,1,1,4,1,3,4,4,5,3
40,77168,4,2,3,2,1,4,4,5,1,4,1,4,1,5,2,4,5,4,4,4,4,1,2,2,4,5,4,5,2,1,5,1,1,4,1,1,2,5,1,5,1,2,5,1,5,4,5,1,4,1,5,5,4,1,4,5,5,5,5,4,4,4,4,4,1
50,23660,4,2,3,5,4,3,3,3,1,4,2,1,2,5,1,4,5,1,4,5,3,1,1,1,1,5,2,5,1,4,5,2,3,2,1,2,1,5,2,5,1,1,4,3,3,2,4,1,1,2,3,4,4,2,2,5,1,4,3,1,3,4,1,3,3
40,126433,5,4,4,4,2,3,1,3,2,3,1,1,5,1,1,3,4,1,2,3,1,1,3,1,2,4,2,3,1,4,5,2,1,1,3,2,2,4,1,2,1,1,4,4,5,2,5,4,1,1,4,3,4,1,3,3,4,1,1,2,4,4,4,2,2
30,126393,4,4,4,5,2,4,2,3,3,3,5,2,3,5,3,3,5,5,3,4,4,1,3,3,3,4,3,4,1,5,2,2,3,3,2,4,2,5,3,4,1,3,3,4,5,2,3,1,2,5,2,4,4,2,3,5,2,2,4,2,3,4,4,4,3
40,124126,4,2,4,5,5,4,2,3,4,2,1,4,4,4,4,4,4,2,4,3,4,1,3,1,4,3,1,5,1,4,5,3,1,1,1,2,4,5,3,5,4,4,4,4,4,1,4,3,1,3,4,3,3,1,2,3,2,1,4,2,3,4,5,5,2
60,32209,5,1,1,1,4,4,1,4,4,4,1,4,2,5,3,4,5,2,4,5,3,5,1,1,2,4,2,5,1,1,5,2,1,4,2,2,1,5,1,5,1,1,5,1,4,1,5,1,4,5,4,4,4,1,2,4,5,4,4,4,3,2,2,4,4
30,90962,4,1,4,4,1,2,2,4,1,4,1,1,1,5,1,5,5,4,4,5,1,1,1,1,4,5,1,5,1,1,5,1,1,4,1,4,2,5,4,5,1,1,3,1,4,1,3,1,2,1,4,5,5,1,4,4,4,2,4,4,2,2,2,3,2
50,6658,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1
60,87448,4,2,4,4,5,5,1,3,5,4,1,4,4,5,4,3,1,1,2,5,5,2,3,4,5,2,4,4,2,5,2,3,4,3,2,5,4,5,2,5,2,2,1,5,5,3,5,1,5,1,4,3,5,1,2,5,5,3,3,4,4,4,5,3,3
40,16213,4,1,2,5,4,2,2,5,1,4,1,2,3,5,1,5,5,4,4,5,1,1,1,1,1,5,2,3,1,3,5,3,1,1,2,4,1,5,1,4,1,1,3,2,5,2,3,3,1,1,4,4,4,1,4,5,2,4,5,1,2,5,4,3,2
30,38866,5,2,4,2,1,4,3,4,3,5,1,4,4,4,4,3,4,4,3,5,5,2,1,2,4,3,4,4,2,5,4,3,1,3,2,4,3,4,4,4,3,4,3,3,4,2,4,2,2,2,4,3,3,2,3,2,2,3,3,3,3,4,3,4,2
50,59878,4,1,3,1,5,2,2,4,1,5,4,1,1,5,2,4,5,2,4,4,2,2,2,2,4,3,2,4,2,4,4,2,2,4,5,4,2,4,2,4,2,4,4,2,5,4,5,1,1,2,1,2,5,4,4,4,5,1,4,2,4,4,4,4,1
60,47738,5,4,5,2,4,3,1,2,2,4,2,4,3,4,3,3,3,2,2,4,3,2,1,2,4,3,5,3,4,3,4,4,2,4,5,5,4,3,4,5,2,3,2,5,3,3,4,3,5,2,4,3,4,4,3,5,2,3,2,2,3,5,3,5,3
60,93633,4,2,4,4,4,3,1,3,3,4,5,4,4,5,5,4,5,4,4,4,4,1,2,2,5,3,4,5,1,2,5,3,4,4,3,4,1,3,3,5,1,3,4,1,4,1,5,1,1,3,4,4,3,1,4,2,4,1,4,2,4,4,4,4,4
60,823,1,1,1,5,2,1,3,3,1,5,2,1,1,4,1,2,4,1,2,5,1,1,1,1,2,1,1,5,1,5,5,1,1,2,1,3,1,1,2,1,1,5,3,1,1,1,5,1,2,1,4,3,5,5,4,5,4,5,2,3,4,4,2,5,4
40,44499,4,1,3,5,1,1,1,5,1,1,1,4,1,5,1,5,5,1,5,5,1,2,1,1,5,5,5,5,1,1,5,1,1,1,1,1,1,5,1,5,1,1,5,1,4,1,5,1,1,1,1,1,5,1,5,1,1,1,2,1,2,1,1,2,1
80,21847,5,1,5,5,5,5,1,3,4,5,4,2,1,4,5,3,4,4,2,4,1,1,1,2,4,4,2,5,4,5,5,4,5,4,5,5,4,3,5,4,5,5,4,4,5,4,5,4,2,3,5,4,5,5,4,5,5,1,5,5,3,5,5,5,2
30,17914,4,1,2,5,1,3,4,5,4,2,1,5,1,5,3,2,4,2,5,5,4,1,1,1,1,3,2,4,1,2,5,1,1,2,1,2,1,5,1,2,1,1,5,1,5,1,5,1,1,3,3,5,3,1,3,2,2,2,4,1,3,2,2,2,2
70,35322,1,1,5,5,1,1,1,5,1,5,1,1,1,1,3,4,5,5,5,5,4,1,3,1,3,5,1,1,1,1,5,3,2,1,5,3,1,1,1,5,1,3,5,1,5,1,5,1,1,5,4,3,3,2,5,1,3,3,5,3,3,5,1,1,1
50,112120,2,3,4,2,5,4,1,3,2,5,4,4,2,3,5,3,5,1,3,4,3,2,1,4,4,5,4,3,4,4,5,1,4,4,2,5,3,5,4,2,2,4,4,3,5,3,4,2,2,3,4,2,4,3,3,4,3,5,4,1,4,4,4,3,3
60,111834,4,1,1,1,4,5,1,3,4,4,5,4,4,4,3,3,5,4,3,4,4,3,2,4,4,4,5,4,1,3,5,3,1,3,3,4,4,2,4,5,1,2,4,1,4,3,4,4,1,1,5,3,1,3,4,4,5,5,2,5,3,3,5,4,3
30,54449,2,2,5,4,4,3,1,3,1,5,2,1,1,4,1,4,2,1,4,1,2,1,1,1,2,5,1,5,1,4,4,1,1,1,2,2,1,5,4,5,1,1,4,1,4,2,4,2,1,1,1,2,4,1,4,4,2,1,2,1,2,2,4,4,4
50,124133,2,2,1,5,1,3,4,5,1,2,1,4,1,5,1,3,5,4,5,5,1,1,1,1,3,5,1,4,1,2,5,1,3,2,1,2,3,2,2,5,1,2,5,1,5,3,5,1,2,2,3,4,4,1,5,5,2,3,4,2,1,4,2,5,3
30,36645,1,3,4,4,4,3,2,3,2,3,3,3,2,2,3,2,2,2,2,2,2,2,3,2,2,3,2,4,2,2,1,2,1,2,2,4,3,4,2,3,1,2,2,2,5,2,2,2,1,2,2,2,5,2,1,1,2,2,3,1,2,2,3,3,2
60,63928,3,4,5,2,2,5,2,5,5,3,5,5,3,5,4,3,5,4,4,5,3,2,1,2,4,5,4,4,1,5,5,3,3,2,2,5,5,5,4,5,1,1,3,4,3,3,5,1,5,1,5,4,5,5,4,5,5,1,5,3,3,5,5,5,5
40,66157,5,1,5,2,2,3,3,5,4,5,4,1,3,4,3,2,4,2,3,4,3,2,3,3,5,3,2,4,2,4,2,3,3,5,4,5,5,5,2,4,3,4,2,4,4,1,4,3,4,4,3,4,5,5,2,5,4,3,3,4,4,5,3,5,3
30,87055,3,1,3,2,1,3,1,5,2,5,1,2,3,5,2,3,5,5,3,5,3,1,1,1,2,5,2,4,1,2,4,2,1,3,3,4,1,5,1,4,1,1,5,1,5,1,4,1,4,1,5,4,5,1,5,5,2,3,3,1,3,4,4,4,3
60,81835,5,4,4,4,4,1,1,5,4,1,1,1,5,5,4,2,4,1,2,4,1,1,1,2,1,3,1,4,1,4,5,3,1,1,2,4,1,4,3,5,1,1,3,4,5,1,5,1,1,1,4,4,1,1,4,5,5,1,3,1,4,4,3,4,3
50,51657,5,1,5,4,1,1,1,4,3,2,1,1,1,5,1,2,2,5,3,5,5,1,1,1,1,5,5,5,1,1,1,1,1,2,2,2,2,1,5,5,1,1,1,1,1,1,4,1,5,1,5,5,5,5,1,5,1,5,1,2,4,5,5,5,3
40,86292,4,4,4,2,1,2,1,5,4,2,4,4,2,5,1,4,1,4,4,1,4,2,1,2,2,3,2,5,1,2,4,4,1,2,2,4,1,4,3,4,1,2,4,4,4,1,5,1,4,1,4,4,1,1,4,4,4,2,3,1,4,5,4,4,5
80,103160,2,3,4,2,4,5,2,1,5,5,5,5,5,4,5,2,5,5,4,4,1,4,1,4,5,4,3,4,2,5,4,2,4,3,5,4,2,4,5,3,4,5,4,4,4,5,4,1,1,4,5,1,1,2,3,5,5,1,3,4,5,5,5,5,4
30,118015,4,1,4,5,1,1,4,5,1,4,1,4,4,5,1,1,5,1,5,5,3,1,1,1,1,5,1,4,1,2,5,1,3,1,1,4,1,5,1,5,4,5,5,2,5,1,5,1,4,1,4,4,5,1,4,1,4,1,5,4,3,4,2,5,4
50,11807,5,3,3,5,3,1,1,5,1,5,5,1,1,5,1,1,5,1,3,3,1,1,1,1,1,5,1,3,1,5,5,1,1,1,5,5,1,5,3,3,1,1,1,1,1,1,4,1,1,2,3,3,2,1,4,5,5,1,1,1,4,4,1,5,5
40,70011,3,4,4,4,2,2,1,3,4,5,4,2,2,4,2,4,5,4,1,3,2,1,1,2,4,3,2,2,2,4,5,2,1,3,2,4,1,5,3,5,1,1,1,3,5,2,5,4,1,1,5,2,3,1,1,5,2,3,3,4,3,4,4,3,2
40,35663,4,3,5,2,4,3,2,4,2,2,2,2,3,4,2,2,2,4,3,2,4,1,3,4,4,5,4,5,1,4,2,1,1,1,1,2,4,5,2,5,1,1,1,4,5,1,2,1,1,1,4,4,4,1,1,4,2,2,3,1,1,4,1,3,3
80,19423,2,2,1,4,2,5,1,4,2,5,4,4,4,5,5,4,5,2,4,5,4,4,4,4,1,5,4,4,1,5,2,1,4,5,4,5,4,2,5,4,2,4,5,4,5,4,5,5,4,2,5,5,5,5,4,5,5,4,5,5,5,5,5,4,4
40,80035,5,2,4,5,4,2,2,4,1,5,4,1,2,5,4,4,5,4,4,4,1,1,2,1,1,4,1,4,2,4,5,2,1,4,2,2,4,4,2,5,1,4,5,2,4,1,5,1,4,1,4,4,4,2,4,2,5,1,2,1,4,5,1,4,2
70,68872,5,4,4,5,5,1,2,5,1,5,2,4,3,5,4,2,5,4,4,5,1,2,1,1,5,5,1,5,1,5,5,1,4,4,2,5,4,5,5,5,2,1,5,4,5,4,5,1,2,1,4,2,5,1,2,5,5,4,4,4,5,5,4,5,4
50,6657,5,5,5,4,5,4,1,4,5,4,5,5,5,4,4,4,5,4,2,4,5,3,1,5,2,4,5,2,2,5,4,4,4,4,4,5,4,4,5,4,2,4,3,4,4,2,5,2,5,3,5,4,5,1,5,5,5,4,3,1,5,5,4,5,2
40,72986,4,2,2,5,1,3,2,5,2,1,1,2,2,5,2,5,5,2,5,5,2,1,3,1,2,4,2,4,2,3,5,4,1,1,1,3,1,5,1,5,4,1,4,1,4,1,5,1,1,4,2,4,5,1,4,3,4,1,2,1,4,4,2,3,2
30,110030,5,2,5,5,5,5,1,5,5,5,4,2,4,5,5,3,4,5,4,4,5,1,2,5,4,4,2,4,2,5,5,2,2,4,2,5,5,4,5,5,4,5,5,4,5,4,5,5,5,1,5,5,4,4,2,5,5,4,4,5,5,5,5,5,4
60,124462,5,1,5,5,1,3,1,5,2,1,4,2,3,5,4,4,4,1,4,5,4,1,1,2,2,4,3,5,1,5,5,1,1,1,1,4,4,5,1,5,5,2,2,2,4,1,3,1,2,2,4,5,4,5,2,4,2,2,2,5,2,5,4,4,3
80,87207,4,1,2,4,1,3,4,3,3,5,4,1,1,5,1,2,3,1,2,5,3,1,1,3,1,5,4,1,1,5,4,1,1,4,1,4,2,1,1,5,3,1,3,1,1,4,1,3,1,1,4,4,5,2,3,1,5,1,2,4,1,2,4,1,2
50,80010,2,4,4,4,4,3,3,5,2,5,4,2,3,5,3,5,5,2,1,4,4,2,2,1,1,4,1,5,5,4,5,2,2,3,3,2,2,4,1,3,1,1,2,1,5,1,3,1,5,1,4,4,5,1,2,5,2,3,1,1,3,4,2,4,2
30,75972,4,2,1,2,2,3,3,3,2,3,1,4,2,1,4,4,4,2,2,5,3,1,1,1,4,4,3,5,2,4,4,1,2,2,1,4,1,5,3,4,1,2,4,1,3,1,3,1,1,1,2,3,3,2,4,3,2,1,3,1,2,4,3,4,4
40,126624,3,1,5,4,1,1,5,5,5,2,1,1,2,5,3,3,3,3,5,5,5,1,3,1,1,3,3,3,3,1,5,3,1,2,2,1,1,5,1,5,3,1,5,1,4,1,5,1,4,4,2,3,3,1,5,5,2,1,4,1,3,3,2,4,3
30,50543,3,2,5,2,4,4,1,5,4,5,4,4,3,5,5,4,5,4,2,4,4,4,1,4,4,5,4,4,2,4,5,1,1,4,1,5,2,5,4,5,1,4,5,4,5,4,5,3,4,3,4,4,4,1,3,5,5,1,3,4,5,5,4,5,4
60,4169,4,3,4,2,3,5,1,3,4,4,2,4,3,3,4,2,1,2,1,5,3,3,3,4,3,5,3,2,2,4,4,2,3,3,2,3,1,3,4,4,4,2,3,4,4,3,3,2,2,3,4,1,4,2,4,5,3,3,3,2,3,5,4,5,3
60,87513,2,1,3,4,1,5,3,1,3,3,4,4,3,5,5,4,5,5,5,5,4,1,1,1,5,5,2,5,1,4,5,3,3,4,3,5,1,5,4,3,2,3,1,1,5,2,5,1,5,3,3,4,5,4,4,5,3,3,3,1,3,5,4,4,3
70,108298,5,4,5,4,5,4,3,5,5,5,1,3,4,3,4,5,5,5,3,4,3,2,1,2,4,5,3,5,1,4,4,4,3,2,4,4,4,2,4,5,4,4,5,2,5,2,3,4,2,2,5,4,5,1,4,3,5,5,4,1,5,5,4,5,5
70,64875,4,3,4,5,2,4,1,2,4,5,1,4,4,5,2,3,1,1,1,3,1,1,1,1,4,4,1,5,1,1,1,1,1,1,1,5,1,5,1,5,1,1,3,1,5,1,5,3,5,1,5,1,3,1,3,5,1,1,3,1,5,3,2,2,1
60,62130,5,2,5,5,1,2,1,3,2,4,1,1,5,5,1,5,5,4,4,5,1,1,4,1,2,2,2,1,4,4,2,2,4,4,4,4,4,4,5,5,1,2,4,1,4,4,5,4,2,2,5,5,5,1,4,5,5,1,5,4,5,4,4,5,1
40,21457,5,4,1,2,4,2,2,4,4,5,4,1,1,5,5,3,5,1,1,4,1,2,1,3,2,5,2,4,1,5,1,3,1,2,1,5,5,5,4,5,2,2,4,3,5,4,4,5,1,2,4,3,3,1,4,4,5,1,3,2,3,3,4,5,1
40,101553,5,2,4,5,1,5,4,5,3,4,1,1,5,5,1,3,2,2,3,5,2,1,1,1,1,3,5,5,1,2,5,1,1,4,1,3,1,5,1,5,1,2,4,3,5,1,3,1,1,3,3,3,5,1,4,5,5,1,3,1,2,5,5,4,5
30,77091,4,1,4,5,1,3,1,4,4,5,1,4,2,5,1,4,5,1,4,5,4,2,1,1,4,4,5,1,1,4,5,1,1,4,2,3,1,5,2,1,1,2,2,1,5,1,5,3,5,3,2,2,5,1,5,4,5,1,2,1,4,4,4,4,3
40,105040,4,4,2,4,2,2,2,4,1,5,4,4,4,4,2,4,5,4,4,5,2,1,2,2,2,4,1,5,2,5,5,4,1,4,4,2,2,5,3,5,2,2,4,2,1,1,5,1,2,1,2,2,5,1,4,4,5,2,1,1,3,4,2,1,1
30,97097,1,1,4,2,3,1,1,5,5,5,4,2,1,5,1,3,4,1,2,4,1,1,3,2,3,5,1,4,1,3,4,1,3,3,5,2,3,5,2,3,2,1,3,1,4,3,5,1,1,1,1,4,5,5,3,5,5,5,5,2,3,4,1,4,3
80,14256,5,1,4,5,5,5,5,3,4,5,2,4,4,5,4,4,5,1,4,5,4,2,1,2,1,5,4,2,1,5,5,1,4,5,5,5,5,5,5,5,5,4,4,1,5,5,5,2,5,1,5,5,5,5,5,5,5,4,4,4,4,5,5,5,1
60,10374,4,2,1,5,4,5,1,5,4,5,4,5,4,5,1,4,5,4,4,5,4,2,3,4,4,3,2,4,2,5,5,2,1,4,2,4,5,4,5,5,2,2,4,2,5,3,5,4,2,1,5,4,5,1,3,5,1,3,5,4,4,5,2,5,4
30,100868,5,4,5,2,4,4,1,2,1,5,2,1,1,1,1,4,5,2,3,5,4,2,1,4,4,5,1,5,1,4,5,2,1,4,2,5,1,5,4,2,1,4,5,5,5,2,5,5,4,1,3,1,5,2,2,5,5,1,4,1,4,5,1,1,4
70,24559,5,5,5,4,5,5,1,5,5,5,4,5,5,5,2,5,5,5,5,5,1,5,1,5,5,5,5,4,1,5,5,1,1,5,1,5,5,4,5,5,4,5,5,1,5,4,5,4,1,1,5,5,5,5,5,5,5,5,1,1,1,4,5,5,1
30,90338,4,1,2,4,4,3,1,5,2,1,1,2,4,1,4,4,4,3,4,4,4,2,1,1,2,5,1,4,1,4,2,1,1,4,1,2,4,5,3,4,2,2,4,1,1,1,4,2,5,3,2,4,5,1,5,4,5,1,5,4,4,4,2,2,3
40,80451,5,2,4,5,2,4,2,4,1,2,1,1,2,5,1,4,5,2,2,2,2,2,1,2,2,4,2,5,1,4,4,1,1,1,1,4,1,5,2,5,1,2,5,2,5,2,2,1,4,1,4,4,5,1,2,5,1,2,4,1,2,4,2,4,3
40,40505,4,2,4,2,1,1,1,5,2,5,1,4,1,5,1,4,5,1,2,4,1,2,3,1,2,3,2,1,3,4,4,1,1,1,1,4,1,5,4,2,1,1,3,1,4,1,3,1,4,1,2,2,5,1,4,1,5,4,1,1,1,2,2,3,4
30,31886,4,3,4,4,5,5,1,4,3,4,4,4,2,2,2,3,5,5,2,2,4,2,1,1,2,5,4,3,2,3,2,2,2,4,2,3,2,5,3,1,2,1,3,2,4,3,3,3,2,1,4,4,5,3,3,4,2,3,5,4,3,4,5,3,3
80,4888,3,3,4,2,4,4,2,2,4,4,3,4,2,4,4,2,2,4,4,2,1,5,3,4,2,4,2,4,2,4,4,3,3,4,3,4,4,5,4,5,2,2,3,3,5,5,3,2,3,3,4,4,4,5,3,5,5,4,3,3,3,3,4,4,3
40,32629,4,2,4,4,1,4,4,5,1,5,4,1,2,5,3,4,4,4,1,3,2,4,1,2,4,4,3,1,1,4,2,2,1,3,2,4,3,5,2,4,1,1,2,1,4,2,5,1,5,3,4,3,1,5,4,5,5,5,5,4,3,3,3,3,1
40,91532,5,2,3,5,2,4,1,5,4,2,4,4,5,4,2,4,5,4,3,4,4,1,3,4,5,3,4,2,1,5,5,3,1,4,2,4,4,4,4,5,1,3,3,2,4,1,5,1,1,2,5,1,4,1,1,5,5,2,4,1,2,4,5,2,2
30,58249,3,1,1,5,1,3,2,5,2,4,1,1,3,5,1,4,5,1,1,5,1,1,1,1,4,1,1,5,1,1,1,1,1,4,1,1,1,5,1,5,1,1,4,1,5,1,5,1,5,1,3,1,5,1,4,1,5,1,5,1,3,4,4,1,1
40,39682,2,2,4,4,2,4,3,4,2,4,1,2,1,4,3,3,4,4,2,4,4,1,1,1,2,4,4,4,1,2,5,1,1,2,1,2,2,4,1,5,2,1,4,3,3,1,4,1,1,3,3,3,4,1,5,3,1,5,3,1,4,4,1,1,1
30,58361,5,2,5,5,2,4,1,4,2,5,1,4,4,5,4,5,4,4,4,5,2,1,1,1,1,4,1,5,1,4,5,1,1,4,1,4,1,5,1,2,2,1,4,1,5,1,5,4,1,2,5,5,5,1,2,2,5,1,5,1,5,5,5,4,4
30,35357,4,1,2,2,1,3,2,3,2,3,3,2,1,5,1,1,5,4,2,4,1,1,1,1,5,3,1,5,1,1,5,1,1,2,1,4,2,5,1,5,3,1,5,1,5,3,3,1,5,2,3,1,4,1,1,3,2,1,3,1,2,4,3,4,4
60,102024,4,1,1,5,5,3,1,4,1,2,1,1,1,4,1,4,5,4,4,5,1,1,1,1,1,3,1,1,1,4,5,1,1,1,2,2,1,5,1,5,3,1,5,1,4,4,3,4,4,1,4,4,4,1,4,3,4,1,1,1,1,4,1,4,1
80,104109,4,4,3,5,5,2,3,4,4,5,4,4,3,5,5,3,5,1,3,4,5,4,1,4,1,5,2,2,1,5,2,1,2,3,3,4,2,4,4,2,1,2,4,4,5,3,5,1,1,1,2,4,4,5,3,5,3,3,4,4,2,4,5,4,3
60,80751,5,4,2,5,4,2,1,2,4,4,1,1,4,1,5,5,4,1,1,5,1,1,1,1,1,4,1,5,1,1,5,1,1,1,1,5,1,5,1,5,4,3,5,1,1,1,5,1,1,1,4,5,4,1,1,1,1,1,2,4,1,1,1,5,1
70,20486,2,4,3,4,3,3,1,3,3,4,4,2,1,4,2,4,4,4,3,4,1,4,2,3,4,3,1,4,4,4,4,2,3,4,4,4,3,4,5,4,4,4,4,4,5,4,4,4,4,1,4,2,4,4,3,5,4,4,4,4,4,4,4,4,4
40,32452,4,4,4,5,1,1,1,5,2,2,1,2,2,1,1,2,5,2,4,5,1,1,1,1,4,5,1,4,1,2,5,1,1,4,1,2,1,5,1,5,1,2,4,1,4,1,5,1,2,4,4,4,3,1,4,4,1,4,4,4,2,3,4,3,1
80,25944,2,3,1,3,1,2,1,2,2,4,2,2,3,4,1,3,4,2,3,5,4,1,1,2,2,4,1,4,4,4,4,2,1,2,2,4,1,5,1,5,2,2,5,1,5,2,4,2,1,1,4,4,4,1,4,4,4,4,4,1,2,4,4,4,1
80,91162,1,2,4,5,5,5,1,4,3,5,4,1,4,4,4,4,5,5,5,4,4,1,1,1,5,3,1,5,2,4,4,5,3,4,4,5,4,5,4,5,3,3,4,1,5,5,5,4,5,5,5,5,5,5,3,5,5,3,4,4,3,4,3,5,2
40,20827,5,3,3,4,5,5,1,1,3,5,3,2,3,4,4,3,3,3,3,3,1,3,1,2,3,1,3,3,4,5,5,3,3,3,5,5,3,1,5,3,3,4,3,2,4,4,4,3,3,1,3,4,4,3,3,5,5,1,3,1,3,3,4,5,3
40,59239,2,4,2,4,4,3,4,4,2,4,1,1,2,1,2,2,1,2,3,1,1,1,3,1,4,1,1,4,1,4,1,1,1,1,1,4,1,5,2,2,1,1,3,1,3,1,4,2,2,1,4,4,5,1,4,4,2,1,3,1,3,2,2,3,1
30,64322,5,1,5,5,1,5,2,5,4,5,4,3,3,5,3,3,3,5,4,5,4,1,3,1,1,5,4,4,1,4,5,1,1,3,2,4,5,5,1,4,3,2,5,4,4,1,5,1,1,3,4,3,4,1,4,2,2,1,3,1,3,3,2,2,2
30,69653,2,1,3,4,1,4,2,5,4,1,1,2,3,5,2,3,5,3,4,5,3,2,1,1,3,5,4,5,1,2,5,1,1,3,2,2,1,4,2,5,2,3,5,2,5,3,4,1,4,2,3,3,3,1,5,5,5,3,3,2,3,3,4,3,4
50,2576,4,4,4,2,2,1,1,4,1,4,4,4,5,3,1,4,4,1,4,4,1,1,3,2,4,3,2,1,2,2,2,2,3,3,1,4,4,4,4,4,1,2,2,1,4,4,4,2,1,1,4,4,4,2,4,5,5,2,2,2,4,4,3,4,2
30,100119,5,1,5,5,5,1,1,3,1,4,2,1,5,5,1,4,5,4,3,5,1,1,1,1,1,3,1,5,1,5,5,2,3,2,2,2,5,5,4,4,1,1,5,1,4,1,5,1,1,1,3,5,5,1,4,5,5,3,4,1,5,2,1,2,2
40,116173,5,1,4,4,4,1,4,5,2,2,1,1,1,5,2,5,5,1,3,5,4,1,1,1,3,3,3,5,1,4,5,2,1,1,1,2,3,5,1,5,1,2,4,3,3,1,2,1,1,1,3,5,5,1,3,3,1,1,3,1,1,3,3,3,3
40,12716,5,4,5,2,5,5,2,4,4,4,4,4,5,4,5,3,5,4,3,4,3,2,2,4,2,4,3,4,2,4,2,2,1,3,2,4,2,4,4,4,2,3,3,4,4,4,5,4,4,3,4,3,5,5,3,5,5,5,4,4,3,4,5,4,3
